empathy,augmented_flag,rationales,first_rationale,longest_rationale
0,0,,,
0,0,,,
0,0,,,
1,0,,,
1,0,"If you need someone to talk to, I'm here.|","If you need someone to talk to, I'm here.","If you need someone to talk to, I'm here."
0,0,,,
1,0,Good luck and try to push through it.|,Good luck and try to push through it.,Good luck and try to push through it.
1,0,I feel you there and I am so sorry! Those people suck!|,I feel you there and I am so sorry! Those people suck!,I feel you there and I am so sorry! Those people suck!
0,0,,,
1,0,You wont regret it.|,You wont regret it.,You wont regret it.
0,0,,,
0,0,,,
0,0,,,
1,0,Oh shit man please fucking don't. Firstly death by acid is more painful than having your DNA ripped apart by radiation.|,Oh shit man please fucking don't. Firstly death by acid is more painful than having your DNA ripped apart by radiation.,Oh shit man please fucking don't. Firstly death by acid is more painful than having your DNA ripped apart by radiation.
1,0,I feel you.|,I feel you.,I feel you.
0,0,,,
0,0,,,
0,0,,,
1,0,I also struggle with this..|I wish I knew the answer to avoid feeling this way|,I also struggle with this..,I wish I knew the answer to avoid feeling this way
0,0,,,
0,0,,,
0,0,,,
1,0,The good is worth it! Hang in there! You can get through this because you're stronger than this! You can make it through cause the good will be worth it! Lots of love!|,The good is worth it! Hang in there! You can get through this because you're stronger than this! You can make it through cause the good will be worth it! Lots of love!,The good is worth it! Hang in there! You can get through this because you're stronger than this! You can make it through cause the good will be worth it! Lots of love!
0,0,,,
1,0,"I wonder if there is actually a part of you that hopes that ppl do care, do worry about you, but your scared of hurting others, cos thats how i feel|","I wonder if there is actually a part of you that hopes that ppl do care, do worry about you, but your scared of hurting others, cos thats how i feel","I wonder if there is actually a part of you that hopes that ppl do care, do worry about you, but your scared of hurting others, cos thats how i feel"
0,0,,,
0,0,,,
1,0,"I feel ya, don't worry about it, everything will be fine|","I feel ya, don't worry about it, everything will be fine","I feel ya, don't worry about it, everything will be fine"
0,0,,,
1,0,You can message me. I might not know how you are feeling right now but I will definitely be a person to listen and try to understand. I believe in you.|,You can message me. I might not know how you are feeling right now but I will definitely be a person to listen and try to understand. I believe in you.,You can message me. I might not know how you are feeling right now but I will definitely be a person to listen and try to understand. I believe in you.
0,0,,,
1,0,I hope you feel better soon|I know it sucks horribly going through that.|,I hope you feel better soon,I know it sucks horribly going through that.
0,0,,,
0,0,,,
0,0,,,
1,0,"often the good people in this world have the most troubles, but please dont give up.|","often the good people in this world have the most troubles, but please dont give up.","often the good people in this world have the most troubles, but please dont give up."
1,0,I feel ya.|Hope that you'll get through this moment in time|,I feel ya.,Hope that you'll get through this moment in time
1,0,I'm really sorry you feel that way mate.|,I'm really sorry you feel that way mate.,I'm really sorry you feel that way mate.
1,0,Hang in there bro shit happens|I'm always down to chat if you want send me a dm.|,Hang in there bro shit happens,I'm always down to chat if you want send me a dm.
1,0,Just do your best man|just keep trucking on.|,Just do your best man,just keep trucking on.
0,0,,,
1,0,"I agree,|","I agree,","I agree,"
0,0,,,
1,0,"Although this world is cursed, it really does have some beautiful people who only want to help. Keep looking, you'll find them eventually OP.|","Although this world is cursed, it really does have some beautiful people who only want to help. Keep looking, you'll find them eventually OP.","Although this world is cursed, it really does have some beautiful people who only want to help. Keep looking, you'll find them eventually OP."
0,0,,,
1,0,Good luck.|,Good luck.,Good luck.
1,0,"sadness is not the same as depression. And people trip all the time and others laugh, it's no big deal and no one cares beyond that moment. Next time, either make a comment about your legs not working, or bow to everyone, or something like that, or just get on the bus and keep going with your day.|","sadness is not the same as depression. And people trip all the time and others laugh, it's no big deal and no one cares beyond that moment. Next time, either make a comment about your legs not working, or bow to everyone, or something like that, or just get on the bus and keep going with your day.","sadness is not the same as depression. And people trip all the time and others laugh, it's no big deal and no one cares beyond that moment. Next time, either make a comment about your legs not working, or bow to everyone, or something like that, or just get on the bus and keep going with your day."
0,0,,,
0,0,,,
1,0,"No, depression isn't a choice. You can't control it.|","No, depression isn't a choice. You can't control it.","No, depression isn't a choice. You can't control it."
1,0,Please don't. Im not going to sit here and preach how things get better and all that bs.|Talk to someone or go for a walk. Just please do not end your life.|,Please don't. Im not going to sit here and preach how things get better and all that bs.,Please don't. Im not going to sit here and preach how things get better and all that bs.
0,0,,,
0,0,,,
1,0,"But if you feel that you hit rock bottom, it can only go up from there.|","But if you feel that you hit rock bottom, it can only go up from there.","But if you feel that you hit rock bottom, it can only go up from there."
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Hope you are ok|,Hope you are ok,Hope you are ok
0,0,,,
0,0,,,
1,0,I'm so sorry you feel that way. Would you like to elaborate? I'm here if you need to chat|,I'm so sorry you feel that way. Would you like to elaborate? I'm here if you need to chat,I'm so sorry you feel that way. Would you like to elaborate? I'm here if you need to chat
0,0,,,
0,0,,,
1,0,You're not alone my friend.|,You're not alone my friend.,You're not alone my friend.
0,0,,,
1,0,I am glad you aren't doing it|by doing nothing you aren't making a terrible mistake. Thanks for ing with us tonight.|,I am glad you aren't doing it,by doing nothing you aren't making a terrible mistake. Thanks for ing with us tonight.
1,0,"Alright breathe. Its going to be okay. Your adrenaline is pumping and you're not thinking clearly. Take a moment step outside,|I'm not sure what I can help you with but man...I can tell you one thing. Things sure do have a funny way of fixing itself or getting better even when you least expect it to. Keep your chin up.|","Alright breathe. Its going to be okay. Your adrenaline is pumping and you're not thinking clearly. Take a moment step outside,",I'm not sure what I can help you with but man...I can tell you one thing. Things sure do have a funny way of fixing itself or getting better even when you least expect it to. Keep your chin up.
1,0,You aren't alone here.|,You aren't alone here.,You aren't alone here.
1,0,There are losses worth fighting for|,There are losses worth fighting for,There are losses worth fighting for
0,0,,,
1,0,Hang in there. A big motherly hug to you!|,Hang in there. A big motherly hug to you!,Hang in there. A big motherly hug to you!
0,0,,,
1,0,You're not alone with that.|,You're not alone with that.,You're not alone with that.
1,0,I hope you find someone|,I hope you find someone,I hope you find someone
1,0,Once you are at the bottom you can only go up. Hope things get better for you :)|,Once you are at the bottom you can only go up. Hope things get better for you :),Once you are at the bottom you can only go up. Hope things get better for you :)
0,0,,,
1,0,way to go. keep it up champ!|,way to go. keep it up champ!,way to go. keep it up champ!
1,0,I know. Exactly how I feel.|,I know. Exactly how I feel.,I know. Exactly how I feel.
1,0,"There is always help and a better life when you decide to become better and healthier. I speak from experience. You will get better, believe in yourself.|","There is always help and a better life when you decide to become better and healthier. I speak from experience. You will get better, believe in yourself.","There is always help and a better life when you decide to become better and healthier. I speak from experience. You will get better, believe in yourself."
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,I'm sorry you are feeling the way you are now. I'm here if you want to talk. Please take care.|,I'm sorry you are feeling the way you are now. I'm here if you want to talk. Please take care.,I'm sorry you are feeling the way you are now. I'm here if you want to talk. Please take care.
1,0,"i wish you the best to get through this, even though idk what|","i wish you the best to get through this, even though idk what","i wish you the best to get through this, even though idk what"
0,0,,,
0,0,,,
1,0,"Youre not the only one crying today, I hate today.|","Youre not the only one crying today, I hate today.","Youre not the only one crying today, I hate today."
1,0,"If only to spite all the people who think you aren't strong enough to make it, There's always a reason to hang on :) you matter and you deserve good things.|","If only to spite all the people who think you aren't strong enough to make it, There's always a reason to hang on :) you matter and you deserve good things.","If only to spite all the people who think you aren't strong enough to make it, There's always a reason to hang on :) you matter and you deserve good things."
0,0,,,
0,0,,,
1,0,I'm sorry you're feeling so blue today. I want to wish you a happy birthday and send some massively big hugs to you.|,I'm sorry you're feeling so blue today. I want to wish you a happy birthday and send some massively big hugs to you.,I'm sorry you're feeling so blue today. I want to wish you a happy birthday and send some massively big hugs to you.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"Hugs, hope things become better for you soon! :)|","Hugs, hope things become better for you soon! :)","Hugs, hope things become better for you soon! :)"
0,0,,,
1,0,Sorry you are the same. Fingers crossed for some better luck tonight.|,Sorry you are the same. Fingers crossed for some better luck tonight.,Sorry you are the same. Fingers crossed for some better luck tonight.
1,0,"Happy birthday love, have a great one!|","Happy birthday love, have a great one!","Happy birthday love, have a great one!"
0,0,,,
1,0,You have one of the best names ever seen.|,You have one of the best names ever seen.,You have one of the best names ever seen.
1,0,"Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.|","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression."
1,0,"what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse.|","what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse.","what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse."
0,0,,,
0,0,,,
1,0,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you|,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you
0,0,,,
0,0,,,
0,0,,,
1,0,I know the feeling.|,I know the feeling.,I know the feeling.
1,0,Feel free to message me if you want to vent. a good listener|That makes me tired just hearing that|,Feel free to message me if you want to vent. a good listener,Feel free to message me if you want to vent. a good listener
1,0,So sorry you are going through this|,So sorry you are going through this,So sorry you are going through this
0,0,,,
1,0,I feel this way too.|,I feel this way too.,I feel this way too.
0,0,,,
1,0,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.|,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.
0,0,,,
1,0,"Be strong my friend,|","Be strong my friend,","Be strong my friend,"
0,0,,,
1,0,Hopefully just right around the corner|,Hopefully just right around the corner,Hopefully just right around the corner
0,0,,,
0,0,,,
0,0,,,
1,0,I get how you feel.|,I get how you feel.,I get how you feel.
1,0,Sorry I can't help you very much...|,Sorry I can't help you very much...,Sorry I can't help you very much...
0,0,,,
1,0,I am sorry. I don't know what to say.|,I am sorry. I don't know what to say.,I am sorry. I don't know what to say.
0,0,,,
1,0,Sorry to hear that|,Sorry to hear that,Sorry to hear that
1,0,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.|,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.
1,0,"If you're not too drunk, I'd be willing to chat for a bit|","If you're not too drunk, I'd be willing to chat for a bit","If you're not too drunk, I'd be willing to chat for a bit"
1,0,I know where coming from. be your friend.|,I know where coming from. be your friend.,I know where coming from. be your friend.
0,0,,,
1,0,"I hope your life gets better and that your day is fantastic, you really deserve it.|","I hope your life gets better and that your day is fantastic, you really deserve it.","I hope your life gets better and that your day is fantastic, you really deserve it."
1,0,"know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option.|Maybe life can be better after all... Except you'd be having that thought as you're dying. That would be terrible. So you have to find some other way to turn things around.|","know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option.","know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option."
1,0,"I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you.|","I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you.","I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you."
0,0,,,
1,0,"sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?|","sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?","sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?"
1,0,"Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to|Dam you're lucky.|","Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to","Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to"
0,0,,,
0,0,,,
1,0,If you want to talk you're welcome to speak to me|,If you want to talk you're welcome to speak to me,If you want to talk you're welcome to speak to me
1,0,"Better be irrelevant than an annoyance, trust me|","Better be irrelevant than an annoyance, trust me","Better be irrelevant than an annoyance, trust me"
0,0,,,
0,0,,,
1,0,Sorry|,Sorry,Sorry
0,0,,,
1,0,hey we are all assholes sometimes.|We're human and we make mistakes.|,hey we are all assholes sometimes.,hey we are all assholes sometimes.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"I'm sure you're an incredible person, please don't kill yourself|","I'm sure you're an incredible person, please don't kill yourself","I'm sure you're an incredible person, please don't kill yourself"
1,0,Sorry to hear that man.|,Sorry to hear that man.,Sorry to hear that man.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,I hope it turns out better than expected|,I hope it turns out better than expected,I hope it turns out better than expected
1,0,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.|,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.
1,0,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go|,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go
0,0,,,
0,0,,,
1,0,happy birthday! hope you have a chance to celebrate yourself|,happy birthday! hope you have a chance to celebrate yourself,happy birthday! hope you have a chance to celebrate yourself
0,0,,,
0,0,,,
0,0,,,
1,0,You sound like my kind of person.|,You sound like my kind of person.,You sound like my kind of person.
0,0,,,
1,0,"just a stranger on the internet, but not alone. here to listen.|","just a stranger on the internet, but not alone. here to listen.","just a stranger on the internet, but not alone. here to listen."
1,0,"yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself|","yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself","yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself"
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,You are young and still have time to make something of yourself.|,You are young and still have time to make something of yourself.,You are young and still have time to make something of yourself.
1,0,"Basically what I wanna say to you is: your life's not over, it's just beginning. Whatever it is that makes you feel like a failure is probably a problem that is possible to overcome. Just focus on you and don't let other people get in your way and bring you down like I did. Don't let anyone else determine your happiness. Control your life. You can do it.|","Basically what I wanna say to you is: your life's not over, it's just beginning. Whatever it is that makes you feel like a failure is probably a problem that is possible to overcome. Just focus on you and don't let other people get in your way and bring you down like I did. Don't let anyone else determine your happiness. Control your life. You can do it.","Basically what I wanna say to you is: your life's not over, it's just beginning. Whatever it is that makes you feel like a failure is probably a problem that is possible to overcome. Just focus on you and don't let other people get in your way and bring you down like I did. Don't let anyone else determine your happiness. Control your life. You can do it."
1,0,I hope you feel better soon bud|,I hope you feel better soon bud,I hope you feel better soon bud
0,0,,,
1,0,I wish nothing but strength to you to keep on carrying on. This sub right here shows you're not alone in this struggle.|,I wish nothing but strength to you to keep on carrying on. This sub right here shows you're not alone in this struggle.,I wish nothing but strength to you to keep on carrying on. This sub right here shows you're not alone in this struggle.
0,0,,,
0,0,,,
1,0,"I know how you feel,|If you need to talk, I'll talk with you, feel free to pm me.|","I know how you feel,","If you need to talk, I'll talk with you, feel free to pm me."
0,0,,,
0,0,,,
1,0,Please know that someone out there cares for you and would be heartbroken if you here.|,Please know that someone out there cares for you and would be heartbroken if you here.,Please know that someone out there cares for you and would be heartbroken if you here.
0,0,,,
0,0,,,
0,0,,,
1,0,I'm with you all the way man.|,I'm with you all the way man.,I'm with you all the way man.
1,0,sorry man. If people judge you for it then FUCK THEM|,sorry man. If people judge you for it then FUCK THEM,sorry man. If people judge you for it then FUCK THEM
1,0,"There is hope out there, even if everything seems hopeless right now.|","There is hope out there, even if everything seems hopeless right now.","There is hope out there, even if everything seems hopeless right now."
0,0,,,
1,0,I get this. Having no friends is a weird void|,I get this. Having no friends is a weird void,I get this. Having no friends is a weird void
1,0,"You have done your best, and therefore this cannot be called failing! No matter how long you have managed to abstain from self-harm, this is an achievement that no one can take away from you.|You have learnt ways to cope and live life without self-harming because you did it for four Therefore, you are starting with more knowledge than you had when you stopped self-harming for the first time.|","You have done your best, and therefore this cannot be called failing! No matter how long you have managed to abstain from self-harm, this is an achievement that no one can take away from you.","You have learnt ways to cope and live life without self-harming because you did it for four Therefore, you are starting with more knowledge than you had when you stopped self-harming for the first time."
0,0,,,
0,0,,,
1,0,The most important thing is doing what you love.|,The most important thing is doing what you love.,The most important thing is doing what you love.
0,0,,,
0,0,,,
1,0,sorry to hear.|,sorry to hear.,sorry to hear.
0,0,,,
0,0,,,
1,0,I'm very proud of you too! Remember the great feeling of success you have right now it will help you next time you have the urge.|,I'm very proud of you too! Remember the great feeling of success you have right now it will help you next time you have the urge.,I'm very proud of you too! Remember the great feeling of success you have right now it will help you next time you have the urge.
0,0,,,
1,0,"You can talk to me about anything, I won't judge and I'm here to help. Could really use someone to talk to myself|","You can talk to me about anything, I won't judge and I'm here to help. Could really use someone to talk to myself","You can talk to me about anything, I won't judge and I'm here to help. Could really use someone to talk to myself"
1,0,I know the feeling|,I know the feeling,I know the feeling
0,0,,,
1,0,". life will bring beauty, hang on.|",". life will bring beauty, hang on.",". life will bring beauty, hang on."
1,0,That is actually true.|Sometimes you feel like you are in the road you want to be. But all up to you. You are not alone in this road. Everyone goes through same shit.|,That is actually true.,Sometimes you feel like you are in the road you want to be. But all up to you. You are not alone in this road. Everyone goes through same shit.
1,0,with you|,with you,with you
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,I'm sorry. I wish I could give you better answers. I love you.|,I'm sorry. I wish I could give you better answers. I love you.,I'm sorry. I wish I could give you better answers. I love you.
0,0,,,
1,0,But please don't do anything permanent. If you ever want to talk i'm here almost all the time.|,But please don't do anything permanent. If you ever want to talk i'm here almost all the time.,But please don't do anything permanent. If you ever want to talk i'm here almost all the time.
1,0,Woah... that's accurate.|,Woah... that's accurate.,Woah... that's accurate.
1,0,Ugly is very subjective. There will be people who love you more than yourself somewhere in this world.|,Ugly is very subjective. There will be people who love you more than yourself somewhere in this world.,Ugly is very subjective. There will be people who love you more than yourself somewhere in this world.
1,0,It's easy to say fuck it but you deserve to be happy.. I hope u can find something that helps you through this darkness.|,It's easy to say fuck it but you deserve to be happy.. I hope u can find something that helps you through this darkness.,It's easy to say fuck it but you deserve to be happy.. I hope u can find something that helps you through this darkness.
1,0,"I hope he doesn't leave just because he maybe feels overwhelmed.|I really do hope things work out. If you ever need a PM buddy, I have a pretty free schedule and am always looking for more pen pals, and possibly more friends.|",I hope he doesn't leave just because he maybe feels overwhelmed.,"I really do hope things work out. If you ever need a PM buddy, I have a pretty free schedule and am always looking for more pen pals, and possibly more friends."
1,0,Hang in there things never stay the same. Keep on sharing it will help. Have a good day maybe you can donate some time or support to someone else. It will increase you sense of self worth.|,Hang in there things never stay the same. Keep on sharing it will help. Have a good day maybe you can donate some time or support to someone else. It will increase you sense of self worth.,Hang in there things never stay the same. Keep on sharing it will help. Have a good day maybe you can donate some time or support to someone else. It will increase you sense of self worth.
1,0,We are here if you need to talk to someone|,We are here if you need to talk to someone,We are here if you need to talk to someone
0,0,,,
1,0,Hang in there. You are not alone.|,Hang in there. You are not alone.,Hang in there. You are not alone.
1,0,Congratulations!|,Congratulations!,Congratulations!
0,0,,,
0,0,,,
1,0,"t's a different kind of sadness, being depressed. I don't really know how to explain. I feel you, I can cry while watching TV or reading something or what have you, but when I'm sitting in my room at 3am deep in my head I can't seem to cry.|","t's a different kind of sadness, being depressed. I don't really know how to explain. I feel you, I can cry while watching TV or reading something or what have you, but when I'm sitting in my room at 3am deep in my head I can't seem to cry.","t's a different kind of sadness, being depressed. I don't really know how to explain. I feel you, I can cry while watching TV or reading something or what have you, but when I'm sitting in my room at 3am deep in my head I can't seem to cry."
1,0,The fact that you are trudging throng life despite fighting depression shows how strong of a person you are mentally~|,The fact that you are trudging throng life despite fighting depression shows how strong of a person you are mentally~,The fact that you are trudging throng life despite fighting depression shows how strong of a person you are mentally~
1,0,Sometimes it's just the straw that broke the camels back yknow.|,Sometimes it's just the straw that broke the camels back yknow.,Sometimes it's just the straw that broke the camels back yknow.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Sorry to hear tha|,Sorry to hear tha,Sorry to hear tha
0,0,,,
1,0,"Please don't. I know you hurt. I do, too. But we both still have something left to offer to the world|","Please don't. I know you hurt. I do, too. But we both still have something left to offer to the world","Please don't. I know you hurt. I do, too. But we both still have something left to offer to the world"
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,sorry to hear that|,sorry to hear that,sorry to hear that
0,0,,,
0,0,,,
1,0,Definitely agree.|,Definitely agree.,Definitely agree.
0,0,,,
0,0,,,
1,0,I know what you're feeling|,I know what you're feeling,I know what you're feeling
0,0,,,
0,0,,,
1,0,I can relate.|,I can relate.,I can relate.
